emojiname,emojicode
"running_shoe","\\ud83d\\udc5f"
"hiking_boot","\\ud83e\\udd7e"
"flat_shoe","\\ud83e\\udd7f"
"highheeled_shoe","\\ud83d\\udc60"
"woman’s_sandal","\\ud83d\\udc61"
"ballet_shoes","\\ud83e\\ude70"
"woman’s_boot","\\ud83d\\udc62"
"crown","\\ud83d\\udc51"
"woman’s_hat","\\ud83d\\udc52"
"top_hat","\\ud83c\\udfa9"
"graduation_cap","\\ud83c\\udf93"
"billed_cap","\\ud83e\\udde2"
"military_helmet","\\ud83e\\ude96"
"rescue_worker’s_helmet","\\u26D1"
"prayer_beads","\\ud83d\\udcff"
"lipstick","\\ud83d\\udc84"
"ring","\\ud83d\\udc8d"
"gem_stone","\\ud83d\\udc8e"
"muted_speaker","\\ud83d\\udd07"
"speaker_low_volume","\\ud83d\\udd08"
"speaker_medium_volume","\\ud83d\\udd09"
"speaker_high_volume","\\ud83d\\udd0a"
"loudspeaker","\\ud83d\\udce2"
"megaphone","\\ud83d\\udce3"
"postal_horn","\\ud83d\\udcef"
"bell","\\ud83d\\udd14"
"bell_with_slash","\\ud83d\\udd15"
"musical_score","\\ud83c\\udfbc"
"musical_note","\\ud83c\\udfb5"
"musical_notes","\\ud83c\\udfb6"
"studio_microphone","\\ud83c\\udf99"
"level_slider","\\ud83c\\udf9a"
"control_knobs","\\ud83c\\udf9b"
"microphone","\\ud83c\\udfa4"
"headphone","\\ud83c\\udfa7"
"radio","\\ud83d\\udcfb"
"saxophone","\\ud83c\\udfb7"
"accordion","\\ud83e\\ude97"
"guitar","\\ud83c\\udfb8"
"musical_keyboard","\\ud83c\\udfb9"
"trumpet","\\ud83c\\udfba"
"violin","\\ud83c\\udfbb"
"banjo","\\ud83e\\ude95"
"drum","\\ud83e\\udd41"
"long_drum","\\ud83e\\ude98"
"mobile_phone","\\ud83d\\udcf1"
"mobile_phone_with_arrow","\\ud83d\\udcf2"
"telephone","\\u260E"
"telephone_receiver","\\ud83d\\udcde"
"pager","\\ud83d\\udcdf"
"fax_machine","\\ud83d\\udce0"
"battery","\\ud83d\\udd0b"
"⊛_low_battery","\\ud83e\\udeab"
"electric_plug","\\ud83d\\udd0c"
"laptop","\\ud83d\\udcbb"
"desktop_computer","\\ud83d\\udda5"
"printer","\\ud83d\\udda8"
"keyboard","\\u2328"
"computer_mouse","\\ud83d\\uddb1"
"trackball","\\ud83d\\uddb2"
"computer_disk","\\ud83d\\udcbd"
"floppy_disk","\\ud83d\\udcbe"
"optical_disk","\\ud83d\\udcbf"
"dvd","\\ud83d\\udcc0"
"abacus","\\ud83e\\uddee"
"movie_camera","\\ud83c\\udfa5"
"film_frames","\\ud83c\\udf9e"
"film_projector","\\ud83d\\udcfd"
"clapper_board","\\ud83c\\udfac"
"television","\\ud83d\\udcfa"
"camera","\\ud83d\\udcf7"
"camera_with_flash","\\ud83d\\udcf8"
"video_camera","\\ud83d\\udcf9"
"videocassette","\\ud83d\\udcfc"
"magnifying_glass_tilted_left","\\ud83d\\udd0d"
"magnifying_glass_tilted_right","\\ud83d\\udd0e"
"candle","\\ud83d\\udd6f"
"light_bulb","\\ud83d\\udca1"
"flashlight","\\ud83d\\udd26"
"red_paper_lantern","\\ud83c\\udfee"
"diya_lamp","\\ud83e\\ude94"
"notebook_with_decorative_cover","\\ud83d\\udcd4"
"closed_book","\\ud83d\\udcd5"
"open_book","\\ud83d\\udcd6"
"green_book","\\ud83d\\udcd7"
"blue_book","\\ud83d\\udcd8"
"orange_book","\\ud83d\\udcd9"
"books","\\ud83d\\udcda"
"notebook","\\ud83d\\udcd3"
"ledger","\\ud83d\\udcd2"
"page_with_curl","\\ud83d\\udcc3"
"scroll","\\ud83d\\udcdc"
"page_facing_up","\\ud83d\\udcc4"
"newspaper","\\ud83d\\udcf0"
"rolledup_newspaper","\\ud83d\\uddde"
"bookmark_tabs","\\ud83d\\udcd1"
"bookmark","\\ud83d\\udd16"
"label","\\ud83c\\udff7"
"money_bag","\\ud83d\\udcb0"
"coin","\\ud83e\\ude99"
"yen_banknote","\\ud83d\\udcb4"
"dollar_banknote","\\ud83d\\udcb5"
"euro_banknote","\\ud83d\\udcb6"
"pound_banknote","\\ud83d\\udcb7"
"money_with_wings","\\ud83d\\udcb8"
"credit_card","\\ud83d\\udcb3"
"receipt","\\ud83e\\uddfe"
"chart_increasing_with_yen","\\ud83d\\udcb9"
"envelope","\\u2709"
"email","\\ud83d\\udce7"
"incoming_envelope","\\ud83d\\udce8"
"envelope_with_arrow","\\ud83d\\udce9"
"outbox_tray","\\ud83d\\udce4"
"inbox_tray","\\ud83d\\udce5"
"package","\\ud83d\\udce6"
"closed_mailbox_with_raised_flag","\\ud83d\\udceb"
"closed_mailbox_with_lowered_flag","\\ud83d\\udcea"
"open_mailbox_with_raised_flag","\\ud83d\\udcec"
"open_mailbox_with_lowered_flag","\\ud83d\\udced"
"postbox","\\ud83d\\udcee"
"ballot_box_with_ballot","\\ud83d\\uddf3"
"pencil","\\u270F"
"black_nib","\\u2712"
"fountain_pen","\\ud83d\\udd8b"
"pen","\\ud83d\\udd8a"
"paintbrush","\\ud83d\\udd8c"
"crayon","\\ud83d\\udd8d"
"memo","\\ud83d\\udcdd"
"briefcase","\\ud83d\\udcbc"
"file_folder","\\ud83d\\udcc1"
"open_file_folder","\\ud83d\\udcc2"
"card_index_dividers","\\ud83d\\uddc2"
"calendar","\\ud83d\\udcc5"
"tearoff_calendar","\\ud83d\\udcc6"
"spiral_notepad","\\ud83d\\uddd2"
"spiral_calendar","\\ud83d\\uddd3"
"card_index","\\ud83d\\udcc7"
"chart_increasing","\\ud83d\\udcc8"
"chart_decreasing","\\ud83d\\udcc9"
"bar_chart","\\ud83d\\udcca"
"clipboard","\\ud83d\\udccb"
"pushpin","\\ud83d\\udccc"
"round_pushpin","\\ud83d\\udccd"
"paperclip","\\ud83d\\udcce"
"linked_paperclips","\\ud83d\\udd87"
"straight_ruler","\\ud83d\\udccf"
"triangular_ruler","\\ud83d\\udcd0"
"scissors","\\u2702"
"card_file_box","\\ud83d\\uddc3"
"file_cabinet","\\ud83d\\uddc4"
"wastebasket","\\ud83d\\uddd1"
"locked","\\ud83d\\udd12"
"unlocked","\\ud83d\\udd13"
"locked_with_pen","\\ud83d\\udd0f"
"locked_with_key","\\ud83d\\udd10"
"key","\\ud83d\\udd11"
"old_key","\\ud83d\\udddd"
"hammer","\\ud83d\\udd28"
"axe","\\ud83e\\ude93"
"pick","\\u26CF"
"hammer_and_pick","\\u2692"
"hammer_and_wrench","\\ud83d\\udee0"
"dagger","\\ud83d\\udde1"
"crossed_swords","\\u2694"
"water_pistol","\\ud83d\\udd2b"
"boomerang","\\ud83e\\ude83"
"bow_and_arrow","\\ud83c\\udff9"
"shield","\\ud83d\\udee1"
"carpentry_saw","\\ud83e\\ude9a"
"wrench","\\ud83d\\udd27"
"screwdriver","\\ud83e\\ude9b"
"nut_and_bolt","\\ud83d\\udd29"
"gear","\\u2699"
"clamp","\\ud83d\\udddc"
"balance_scale","\\u2696"
"white_cane","\\ud83e\\uddaf"
"link","\\ud83d\\udd17"
"chains","\\u26D3"
"hook","\\ud83e\\ude9d"
"toolbox","\\ud83e\\uddf0"
"magnet","\\ud83e\\uddf2"
"ladder","\\ud83e\\ude9c"
"alembic","\\u2697"
"test_tube","\\ud83e\\uddea"
"petri_dish","\\ud83e\\uddeb"
"dna","\\ud83e\\uddec"
"microscope","\\ud83d\\udd2c"
"telescope","\\ud83d\\udd2d"
"satellite_antenna","\\ud83d\\udce1"
"syringe","\\ud83d\\udc89"
"drop_of_blood","\\ud83e\\ude78"
"pill","\\ud83d\\udc8a"
"adhesive_bandage","\\ud83e\\ude79"
"⊛_crutch","\\ud83e\\ude7c"
"stethoscope","\\ud83e\\ude7a"
"⊛_xray","\\ud83e\\ude7b"
"door","\\ud83d\\udeaa"
"elevator","\\ud83d\\uded7"
"mirror","\\ud83e\\ude9e"
"window","\\ud83e\\ude9f"
"bed","\\ud83d\\udecf"
"couch_and_lamp","\\ud83d\\udecb"
"chair","\\ud83e\\ude91"
"toilet","\\ud83d\\udebd"
"plunger","\\ud83e\\udea0"
"shower","\\ud83d\\udebf"
"bathtub","\\ud83d\\udec1"
"mouse_trap","\\ud83e\\udea4"
"razor","\\ud83e\\ude92"
"lotion_bottle","\\ud83e\\uddf4"
"safety_pin","\\ud83e\\uddf7"
"broom","\\ud83e\\uddf9"
"basket","\\ud83e\\uddfa"
"roll_of_paper","\\ud83e\\uddfb"
"bucket","\\ud83e\\udea3"
"soap","\\ud83e\\uddfc"
"⊛_bubbles","\\ud83e\\udee7"
"toothbrush","\\ud83e\\udea5"
"sponge","\\ud83e\\uddfd"
"fire_extinguisher","\\ud83e\\uddef"
"shopping_cart","\\ud83d\\uded2"
"cigarette","\\ud83d\\udeac"
"coffin","\\u26B0"
"headstone","\\ud83e\\udea6"
"funeral_urn","\\u26B1"
"moai","\\ud83d\\uddff"
"placard","\\ud83e\\udea7"
"⊛_identification_card","\\ud83e\\udeaa"
"atm_sign","\\ud83c\\udfe7"
"litter_in_bin_sign","\\ud83d\\udeae"
"potable_water","\\ud83d\\udeb0"
"wheelchair_symbol","\\u267F"
"men’s_room","\\ud83d\\udeb9"
"women’s_room","\\ud83d\\udeba"
"restroom","\\ud83d\\udebb"
"baby_symbol","\\ud83d\\udebc"
"water_closet","\\ud83d\\udebe"
"passport_control","\\ud83d\\udec2"
"customs","\\ud83d\\udec3"
"baggage_claim","\\ud83d\\udec4"
"left_luggage","\\ud83d\\udec5"
"warning","\\u26A0"
"children_crossing","\\ud83d\\udeb8"
"no_entry","\\u26D4"
"prohibited","\\ud83d\\udeab"
"no_bicycles","\\ud83d\\udeb3"
"no_smoking","\\ud83d\\udead"
"no_littering","\\ud83d\\udeaf"
"nonpotable_water","\\ud83d\\udeb1"
"no_pedestrians","\\ud83d\\udeb7"
"no_mobile_phones","\\ud83d\\udcf5"
"no_one_under_eighteen","\\ud83d\\udd1e"
"radioactive","\\u2622"
"biohazard","\\u2623"
"up_arrow","\\u2B06"
"upright_arrow","\\u2197"
"right_arrow","\\u27A1"
"downright_arrow","\\u2198"
"down_arrow","\\u2B07"
"downleft_arrow","\\u2199"
"left_arrow","\\u2B05"
"upleft_arrow","\\u2196"
"updown_arrow","\\u2195"
"leftright_arrow","\\u2194"
"right_arrow_curving_left","\\u21A9"
"left_arrow_curving_right","\\u21AA"
"right_arrow_curving_up","\\u2934"
"right_arrow_curving_down","\\u2935"
"clockwise_vertical_arrows","\\ud83d\\udd03"
"counterclockwise_arrows_button","\\ud83d\\udd04"
"back_arrow","\\ud83d\\udd19"
"end_arrow","\\ud83d\\udd1a"
"on_arrow","\\ud83d\\udd1b"
"soon_arrow","\\ud83d\\udd1c"
"top_arrow","\\ud83d\\udd1d"
"place_of_worship","\\ud83d\\uded0"
"atom_symbol","\\u269B"
"om","\\ud83d\\udd49"
"star_of_david","\\u2721"
"wheel_of_dharma","\\u2638"
"yin_yang","\\u262F"
"latin_cross","\\u271D"
"orthodox_cross","\\u2626"
"star_and_crescent","\\u262A"
"peace_symbol","\\u262E"
"menorah","\\ud83d\\udd4e"
"dotted_sixpointed_star","\\ud83d\\udd2f"
"aries","\\u2648"
"taurus","\\u2649"
"gemini","\\u264A"
"cancer","\\u264B"
"leo","\\u264C"
"virgo","\\u264D"
"libra","\\u264E"
"scorpio","\\u264F"
"sagittarius","\\u2650"
"capricorn","\\u2651"
"aquarius","\\u2652"
"pisces","\\u2653"
"ophiuchus","\\u26CE"
"shuffle_tracks_button","\\ud83d\\udd00"
"repeat_button","\\ud83d\\udd01"
"repeat_single_button","\\ud83d\\udd02"
"play_button","\\u25B6"
"fastforward_button","\\u23E9"
"next_track_button","\\u23ED"
"play_or_pause_button","\\u23EF"
"reverse_button","\\u25C0"
"fast_reverse_button","\\u23EA"
"last_track_button","\\u23EE"
"upwards_button","\\ud83d\\udd3c"
"fast_up_button","\\u23EB"
"downwards_button","\\ud83d\\udd3d"
"fast_down_button","\\u23EC"
"pause_button","\\u23F8"
"stop_button","\\u23F9"
"record_button","\\u23FA"
"eject_button","\\u23CF"
"cinema","\\ud83c\\udfa6"
"dim_button","\\ud83d\\udd05"
"bright_button","\\ud83d\\udd06"
"antenna_bars","\\ud83d\\udcf6"
"vibration_mode","\\ud83d\\udcf3"
"mobile_phone_off","\\ud83d\\udcf4"
"female_sign","\\u2640"
"male_sign","\\u2642"
"transgender_symbol","\\u26A7"
"multiply","\\u2716"
"plus","\\u2795"
"minus","\\u2796"
"divide","\\u2797"
"⊛_heavy_equals_sign","\\ud83d\\udff0"
"infinity","\\u267E"
"double_exclamation_mark","\\u203C"
"exclamation_question_mark","\\u2049"
"red_question_mark","\\u2753"
"white_question_mark","\\u2754"
"white_exclamation_mark","\\u2755"
"red_exclamation_mark","\\u2757"
"wavy_dash","\\u3030"
"currency_exchange","\\ud83d\\udcb1"
"heavy_dollar_sign","\\ud83d\\udcb2"
"medical_symbol","\\u2695"
"recycling_symbol","\\u267B"
"fleurdelis","\\u269C"
"trident_emblem","\\ud83d\\udd31"
"name_badge","\\ud83d\\udcdb"
"japanese_symbol_for_beginner","\\ud83d\\udd30"
"hollow_red_circle","\\u2B55"
"check_mark_button","\\u2705"
"check_box_with_check","\\u2611"
"check_mark","\\u2714"
"cross_mark","\\u274C"
"cross_mark_button","\\u274E"
"curly_loop","\\u27B0"
"double_curly_loop","\\u27BF"
"part_alternation_mark","\\u303D"
"eightspoked_asterisk","\\u2733"
"eightpointed_star","\\u2734"
"sparkle","\\u2747"
"copyright","\\u00A9"
"registered","\\u00AE"
"trade_mark","\\u2122"
"keycap_","\\u0023\\uFE0F\\u20E3"
"keycap_","\\u002A\\uFE0F\\u20E3"
"keycap_0","\\u0030\\uFE0F\\u20E3"
"keycap_1","\\u0031\\uFE0F\\u20E3"
"keycap_2","\\u0032\\uFE0F\\u20E3"
"keycap_3","\\u0033\\uFE0F\\u20E3"
"keycap_4","\\u0034\\uFE0F\\u20E3"
"keycap_5","\\u0035\\uFE0F\\u20E3"
"keycap_6","\\u0036\\uFE0F\\u20E3"
"keycap_7","\\u0037\\uFE0F\\u20E3"
"keycap_8","\\u0038\\uFE0F\\u20E3"
"keycap_9","\\u0039\\uFE0F\\u20E3"
"keycap_10","\\ud83d\\udd1f"
"input_latin_uppercase","\\ud83d\\udd20"
"input_latin_lowercase","\\ud83d\\udd21"
"input_numbers","\\ud83d\\udd22"
"input_symbols","\\ud83d\\udd23"
"input_latin_letters","\\ud83d\\udd24"
"a_button_blood_type","\\ud83c\\udd70"
"ab_button_blood_type","\\ud83c\\udd8e"
"b_button_blood_type","\\ud83c\\udd71"
"cl_button","\\ud83c\\udd91"
"cool_button","\\ud83c\\udd92"
"free_button","\\ud83c\\udd93"
"information","\\u2139"
"id_button","\\ud83c\\udd94"
"circled_m","\\u24C2"
"new_button","\\ud83c\\udd95"
"ng_button","\\ud83c\\udd96"
"o_button_blood_type","\\ud83c\\udd7e"
"ok_button","\\ud83c\\udd97"
"p_button","\\ud83c\\udd7f"
"sos_button","\\ud83c\\udd98"
"up_button","\\ud83c\\udd99"
"vs_button","\\ud83c\\udd9a"
"japanese_“here”_button","\\ud83c\\ude01"
"japanese_“service_charge”_button","\\ud83c\\ude02"
"japanese_“monthly_amount”_button","\\ud83c\\ude37"
"japanese_“not_free_of_charge”_button","\\ud83c\\ude36"
"japanese_“reserved”_button","\\ud83c\\ude2f"
"japanese_“bargain”_button","\\ud83c\\ude50"
"japanese_“discount”_button","\\ud83c\\ude39"
"japanese_“free_of_charge”_button","\\ud83c\\ude1a"
"japanese_“prohibited”_button","\\ud83c\\ude32"
"japanese_“acceptable”_button","\\ud83c\\ude51"
"japanese_“application”_button","\\ud83c\\ude38"
"japanese_“passing_grade”_button","\\ud83c\\ude34"
"japanese_“vacancy”_button","\\ud83c\\ude33"
"japanese_“congratulations”_button","\\u3297"
"japanese_“secret”_button","\\u3299"
"japanese_“open_for_business”_button","\\ud83c\\ude3a"
"japanese_“no_vacancy”_button","\\ud83c\\ude35"
"red_circle","\\ud83d\\udd34"
"orange_circle","\\ud83d\\udfe0"
"yellow_circle","\\ud83d\\udfe1"
"green_circle","\\ud83d\\udfe2"
"blue_circle","\\ud83d\\udd35"
"purple_circle","\\ud83d\\udfe3"
"brown_circle","\\ud83d\\udfe4"
"black_circle","\\u26AB"
"white_circle","\\u26AA"
"red_square","\\ud83d\\udfe5"
"orange_square","\\ud83d\\udfe7"
"yellow_square","\\ud83d\\udfe8"
"green_square","\\ud83d\\udfe9"
"blue_square","\\ud83d\\udfe6"
"purple_square","\\ud83d\\udfea"
"brown_square","\\ud83d\\udfeb"
"black_large_square","\\u2B1B"
"white_large_square","\\u2B1C"
"black_medium_square","\\u25FC"
"white_medium_square","\\u25FB"
"black_mediumsmall_square","\\u25FE"
"white_mediumsmall_square","\\u25FD"
"black_small_square","\\u25AA"
"white_small_square","\\u25AB"
"large_orange_diamond","\\ud83d\\udd36"
"large_blue_diamond","\\ud83d\\udd37"
"small_orange_diamond","\\ud83d\\udd38"
"small_blue_diamond","\\ud83d\\udd39"
"red_triangle_pointed_up","\\ud83d\\udd3a"
"red_triangle_pointed_down","\\ud83d\\udd3b"
"diamond_with_a_dot","\\ud83d\\udca0"
"radio_button","\\ud83d\\udd18"
"white_square_button","\\ud83d\\udd33"
"black_square_button","\\ud83d\\udd32"
"chequered_flag","\\ud83c\\udfc1"
"triangular_flag","\\ud83d\\udea9"
"crossed_flags","\\ud83c\\udf8c"
"black_flag","\\ud83c\\udff4"
"white_flag","\\ud83c\\udff3"
"rainbow_flag","\\ud83c\\udff3\\uFE0F\\u200D\\ud83c\\udf08"
"transgender_flag","\\ud83c\\udff3\\uFE0F\\u200D\\u26A7\\uFE0F"
"pirate_flag","\\ud83c\\udff4\\u200D\\u2620\\uFE0F"
"flag_ascension_island","\\ud83c\\udde6\\ud83c\\udde8"
"flag_andorra","\\ud83c\\udde6\\ud83c\\udde9"
"flag_united_arab_emirates","\\ud83c\\udde6\\ud83c\\uddea"
"flag_afghanistan","\\ud83c\\udde6\\ud83c\\uddeb"
"flag_antigua_barbuda","\\ud83c\\udde6\\ud83c\\uddec"
"flag_anguilla","\\ud83c\\udde6\\ud83c\\uddee"
"flag_albania","\\ud83c\\udde6\\ud83c\\uddf1"
"flag_armenia","\\ud83c\\udde6\\ud83c\\uddf2"
"flag_angola","\\ud83c\\udde6\\ud83c\\uddf4"
"flag_antarctica","\\ud83c\\udde6\\ud83c\\uddf6"
"flag_argentina","\\ud83c\\udde6\\ud83c\\uddf7"
"flag_american_samoa","\\ud83c\\udde6\\ud83c\\uddf8"
"flag_austria","\\ud83c\\udde6\\ud83c\\uddf9"
"flag_australia","\\ud83c\\udde6\\ud83c\\uddfa"
"flag_aruba","\\ud83c\\udde6\\ud83c\\uddfc"
"flag_åland_islands","\\ud83c\\udde6\\ud83c\\uddfd"
"flag_azerbaijan","\\ud83c\\udde6\\ud83c\\uddff"
"flag_bosnia_herzegovina","\\ud83c\\udde7\\ud83c\\udde6"
"flag_barbados","\\ud83c\\udde7\\ud83c\\udde7"
"flag_bangladesh","\\ud83c\\udde7\\ud83c\\udde9"
"flag_belgium","\\ud83c\\udde7\\ud83c\\uddea"
"flag_burkina_faso","\\ud83c\\udde7\\ud83c\\uddeb"
"flag_bulgaria","\\ud83c\\udde7\\ud83c\\uddec"
"flag_bahrain","\\ud83c\\udde7\\ud83c\\udded"
"flag_burundi","\\ud83c\\udde7\\ud83c\\uddee"
"flag_benin","\\ud83c\\udde7\\ud83c\\uddef"
"flag_st_barthélemy","\\ud83c\\udde7\\ud83c\\uddf1"
"flag_bermuda","\\ud83c\\udde7\\ud83c\\uddf2"
"flag_brunei","\\ud83c\\udde7\\ud83c\\uddf3"
"flag_bolivia","\\ud83c\\udde7\\ud83c\\uddf4"
"flag_caribbean_netherlands","\\ud83c\\udde7\\ud83c\\uddf6"
"flag_brazil","\\ud83c\\udde7\\ud83c\\uddf7"
"flag_bahamas","\\ud83c\\udde7\\ud83c\\uddf8"
"flag_bhutan","\\ud83c\\udde7\\ud83c\\uddf9"
"flag_bouvet_island","\\ud83c\\udde7\\ud83c\\uddfb"
"flag_botswana","\\ud83c\\udde7\\ud83c\\uddfc"
"flag_belarus","\\ud83c\\udde7\\ud83c\\uddfe"
"flag_belize","\\ud83c\\udde7\\ud83c\\uddff"
"flag_canada","\\ud83c\\udde8\\ud83c\\udde6"
"flag_cocos_keeling_islands","\\ud83c\\udde8\\ud83c\\udde8"
"flag_congo_kinshasa","\\ud83c\\udde8\\ud83c\\udde9"
"flag_central_african_republic","\\ud83c\\udde8\\ud83c\\uddeb"
"flag_congo_brazzaville","\\ud83c\\udde8\\ud83c\\uddec"
"flag_switzerland","\\ud83c\\udde8\\ud83c\\udded"
"flag_côte_d’ivoire","\\ud83c\\udde8\\ud83c\\uddee"
"flag_cook_islands","\\ud83c\\udde8\\ud83c\\uddf0"
"flag_chile","\\ud83c\\udde8\\ud83c\\uddf1"
"flag_cameroon","\\ud83c\\udde8\\ud83c\\uddf2"
"flag_china","\\ud83c\\udde8\\ud83c\\uddf3"
"flag_colombia","\\ud83c\\udde8\\ud83c\\uddf4"
"flag_clipperton_island","\\ud83c\\udde8\\ud83c\\uddf5"
"flag_costa_rica","\\ud83c\\udde8\\ud83c\\uddf7"
"flag_cuba","\\ud83c\\udde8\\ud83c\\uddfa"
"flag_cape_verde","\\ud83c\\udde8\\ud83c\\uddfb"
"flag_curaçao","\\ud83c\\udde8\\ud83c\\uddfc"
"flag_christmas_island","\\ud83c\\udde8\\ud83c\\uddfd"
"flag_cyprus","\\ud83c\\udde8\\ud83c\\uddfe"
"flag_czechia","\\ud83c\\udde8\\ud83c\\uddff"
"flag_germany","\\ud83c\\udde9\\ud83c\\uddea"
"flag_diego_garcia","\\ud83c\\udde9\\ud83c\\uddec"
"flag_djibouti","\\ud83c\\udde9\\ud83c\\uddef"
"flag_denmark","\\ud83c\\udde9\\ud83c\\uddf0"
"flag_dominica","\\ud83c\\udde9\\ud83c\\uddf2"
"flag_dominican_republic","\\ud83c\\udde9\\ud83c\\uddf4"
"flag_algeria","\\ud83c\\udde9\\ud83c\\uddff"
"flag_ceuta_melilla","\\ud83c\\uddea\\ud83c\\udde6"
"flag_ecuador","\\ud83c\\uddea\\ud83c\\udde8"
"flag_estonia","\\ud83c\\uddea\\ud83c\\uddea"
"flag_egypt","\\ud83c\\uddea\\ud83c\\uddec"
"flag_western_sahara","\\ud83c\\uddea\\ud83c\\udded"
"flag_eritrea","\\ud83c\\uddea\\ud83c\\uddf7"
"flag_spain","\\ud83c\\uddea\\ud83c\\uddf8"
"flag_ethiopia","\\ud83c\\uddea\\ud83c\\uddf9"
"flag_european_union","\\ud83c\\uddea\\ud83c\\uddfa"
"flag_finland","\\ud83c\\uddeb\\ud83c\\uddee"
"flag_fiji","\\ud83c\\uddeb\\ud83c\\uddef"
"flag_falkland_islands","\\ud83c\\uddeb\\ud83c\\uddf0"
"flag_micronesia","\\ud83c\\uddeb\\ud83c\\uddf2"
"flag_faroe_islands","\\ud83c\\uddeb\\ud83c\\uddf4"
"flag_france","\\ud83c\\uddeb\\ud83c\\uddf7"
"flag_gabon","\\ud83c\\uddec\\ud83c\\udde6"
"flag_united_kingdom","\\ud83c\\uddec\\ud83c\\udde7"
"flag_grenada","\\ud83c\\uddec\\ud83c\\udde9"
"flag_georgia","\\ud83c\\uddec\\ud83c\\uddea"
"flag_french_guiana","\\ud83c\\uddec\\ud83c\\uddeb"
"flag_guernsey","\\ud83c\\uddec\\ud83c\\uddec"
"flag_ghana","\\ud83c\\uddec\\ud83c\\udded"
"flag_gibraltar","\\ud83c\\uddec\\ud83c\\uddee"
"flag_greenland","\\ud83c\\uddec\\ud83c\\uddf1"
"flag_gambia","\\ud83c\\uddec\\ud83c\\uddf2"
"flag_guinea","\\ud83c\\uddec\\ud83c\\uddf3"
"flag_guadeloupe","\\ud83c\\uddec\\ud83c\\uddf5"
"flag_equatorial_guinea","\\ud83c\\uddec\\ud83c\\uddf6"
"flag_greece","\\ud83c\\uddec\\ud83c\\uddf7"
"flag_south_georgia_south_sandwich_islands","\\ud83c\\uddec\\ud83c\\uddf8"
"flag_guatemala","\\ud83c\\uddec\\ud83c\\uddf9"
"flag_guam","\\ud83c\\uddec\\ud83c\\uddfa"
"flag_guineabissau","\\ud83c\\uddec\\ud83c\\uddfc"
"flag_guyana","\\ud83c\\uddec\\ud83c\\uddfe"
"flag_hong_kong_sar_china","\\ud83c\\udded\\ud83c\\uddf0"
"flag_heard_mcdonald_islands","\\ud83c\\udded\\ud83c\\uddf2"
"flag_honduras","\\ud83c\\udded\\ud83c\\uddf3"
"flag_croatia","\\ud83c\\udded\\ud83c\\uddf7"
"flag_haiti","\\ud83c\\udded\\ud83c\\uddf9"
"flag_hungary","\\ud83c\\udded\\ud83c\\uddfa"
"flag_canary_islands","\\ud83c\\uddee\\ud83c\\udde8"
"flag_indonesia","\\ud83c\\uddee\\ud83c\\udde9"
"flag_ireland","\\ud83c\\uddee\\ud83c\\uddea"
"flag_israel","\\ud83c\\uddee\\ud83c\\uddf1"
"flag_isle_of_man","\\ud83c\\uddee\\ud83c\\uddf2"
"flag_india","\\ud83c\\uddee\\ud83c\\uddf3"
"flag_british_indian_ocean_territory","\\ud83c\\uddee\\ud83c\\uddf4"
"flag_iraq","\\ud83c\\uddee\\ud83c\\uddf6"
"flag_iran","\\ud83c\\uddee\\ud83c\\uddf7"
"flag_iceland","\\ud83c\\uddee\\ud83c\\uddf8"
"flag_italy","\\ud83c\\uddee\\ud83c\\uddf9"
"flag_jersey","\\ud83c\\uddef\\ud83c\\uddea"
"flag_jamaica","\\ud83c\\uddef\\ud83c\\uddf2"
"flag_jordan","\\ud83c\\uddef\\ud83c\\uddf4"
"flag_japan","\\ud83c\\uddef\\ud83c\\uddf5"
"flag_kenya","\\ud83c\\uddf0\\ud83c\\uddea"
"flag_kyrgyzstan","\\ud83c\\uddf0\\ud83c\\uddec"
"flag_cambodia","\\ud83c\\uddf0\\ud83c\\udded"
"flag_kiribati","\\ud83c\\uddf0\\ud83c\\uddee"
"flag_comoros","\\ud83c\\uddf0\\ud83c\\uddf2"
"flag_st_kitts_nevis","\\ud83c\\uddf0\\ud83c\\uddf3"
"flag_north_korea","\\ud83c\\uddf0\\ud83c\\uddf5"
"flag_south_korea","\\ud83c\\uddf0\\ud83c\\uddf7"
"flag_kuwait","\\ud83c\\uddf0\\ud83c\\uddfc"
"flag_cayman_islands","\\ud83c\\uddf0\\ud83c\\uddfe"
"flag_kazakhstan","\\ud83c\\uddf0\\ud83c\\uddff"
"flag_laos","\\ud83c\\uddf1\\ud83c\\udde6"
"flag_lebanon","\\ud83c\\uddf1\\ud83c\\udde7"
"flag_st_lucia","\\ud83c\\uddf1\\ud83c\\udde8"
"flag_liechtenstein","\\ud83c\\uddf1\\ud83c\\uddee"
"flag_sri_lanka","\\ud83c\\uddf1\\ud83c\\uddf0"
"flag_liberia","\\ud83c\\uddf1\\ud83c\\uddf7"
"flag_lesotho","\\ud83c\\uddf1\\ud83c\\uddf8"
"flag_lithuania","\\ud83c\\uddf1\\ud83c\\uddf9"
"flag_luxembourg","\\ud83c\\uddf1\\ud83c\\uddfa"
"flag_latvia","\\ud83c\\uddf1\\ud83c\\uddfb"
"flag_libya","\\ud83c\\uddf1\\ud83c\\uddfe"
"flag_morocco","\\ud83c\\uddf2\\ud83c\\udde6"
"flag_monaco","\\ud83c\\uddf2\\ud83c\\udde8"
"flag_moldova","\\ud83c\\uddf2\\ud83c\\udde9"
